IdCliente,Evasao,Genero,Idoso,Parceiro,Dependentes,Meses_Contrato,Servico_Telefonico,Multiplas_Linhas,Servico_Internet,Seguranca_Online,Backup_Online,Protecao_Dispositivo,Suporte_Tecnico,Streaming_TV,Streaming_Filmes,Tipo_Contrato,Fatura_Digital,Metodo_Pagamento,Gasto_Mensal,Gasto_Total,Contas_Diarias
6122-EFVKN,Nao,Masculino,0,Nao,Sim,24,Nao,Sem_telefone,DSL,Sim,Nao,Nao,Sim,Nao,Nao,Dois_anos,Nao,Cheque_enviado,35.75,830.8,1.1916666666666667
6122-LJADA,Nao,Masculino,0,Sim,Sim,70,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois_anos,Sim,Cartao_credito_automatico,90.15,6237.05,3.0050000000000003
6124-ACRHJ,Nao,Feminino,0,Nao,Nao,1,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Mensal,Nao,Cheque_enviado,19.75,19.75,0.6583333333333333
6127-ISGTU,Sim,Feminino,0,Sim,Nao,16,Sim,Sim,Fibra_optica,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,Cheque_eletronico,84.95,1378.25,2.8316666666666666
6127-IYJOZ,Nao,Masculino,1,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque_enviado,45.85,45.85,1.5283333333333333
6128-AQBMT,Nao,Masculino,1,Sim,Nao,41,Nao,Sem_telefone,DSL,Nao,Sim,Sim,Nao,Sim,Sim,Mensal,Sim,Cheque_eletronico,53.95,2215.4,1.7983333333333333
6128-CZOMY,Sim,Feminino,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque_eletronico,45.65,45.65,1.5216666666666667
6128-DAFVY,Nao,Feminino,0,Nao,Nao,56,Nao,Sem_telefone,DSL,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,Cartao_credito_automatico,44.85,2564.95,1.495
6131-FOYAS,Nao,Masculino,0,Nao,Nao,35,Sim,Sim,DSL,Sim,Nao,Sim,Nao,Nao,Nao,Mensal,Sim,Cheque_eletronico,59.6,2094.9,1.9866666666666668
6131-IUNXN,Nao,Feminino,0,Sim,Sim,19,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Mensal,Nao,Cheque_enviado,20.2,382.2,0.6733333333333333
6131-JLWZM,Nao,Feminino,0,Nao,Nao,13,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Mensal,Sim,Cheque_enviado,20.3,275.4,0.6766666666666666
6133-OZILE,Nao,Feminino,0,Nao,Nao,18,Nao,Sem_telefone,DSL,Nao,Nao,Sim,Sim,Nao,Nao,Mensal,Sim,Cheque_eletronico,35.2,607.3,1.1733333333333333
6134-KWTBV,Nao,Masculino,0,Nao,Nao,62,Sim,Sim,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Dois_anos,Nao,Transferencia_automatica,23.4,1429.65,0.7799999999999999
6135-OZQVA,Nao,Feminino,0,Nao,Nao,7,Sim,Sim,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque_eletronico,53.65,404.35,1.7883333333333333
6137-MFAJN,Nao,Feminino,0,Nao,Nao,48,Nao,Sem_telefone,DSL,Sim,Sim,Nao,Nao,Sim,Nao,Mensal,Sim,Cheque_eletronico,44.8,2104.55,1.4933333333333332
6137-NICCO,Nao,Feminino,0,Sim,Sim,6,Sim,Sim,Fibra_optica,Nao,Sim,Sim,Nao,Sim,Nao,Mensal,Sim,Cheque_enviado,94.05,518.75,3.135
6139-ZZRBQ,Nao,Masculino,1,Nao,Nao,64,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Dois_anos,Sim,Transferencia_automatica,20.05,1198.05,0.6683333333333333
6140-QNRQQ,Sim,Masculino,0,Nao,Nao,1,Sim,Nao,Fibra_optica,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque_enviado,71.55,71.55,2.385
6141-OOXUQ,Sim,Masculino,0,Nao,Nao,1,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Mensal,Nao,Cheque_enviado,19.65,19.65,0.6549999999999999
6142-VSJQO,Sim,Feminino,0,Sim,Sim,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Transferencia_automatica,44.35,44.35,1.4783333333333333
6143-JQKEA,Nao,Masculino,0,Nao,Nao,10,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cartao_credito_automatico,45.8,436.2,1.5266666666666666
6145-NNPNO,Nao,Feminino,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,Transferencia_automatica,44.15,44.15,1.4716666666666667
6147-CBCRA,Nao,Feminino,0,Sim,Nao,33,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Mensal,Nao,Cheque_enviado,20.05,669.45,0.6683333333333333
6152-ONASV,Nao,Feminino,0,Sim,Nao,68,Sim,Sim,DSL,Sim,Nao,Nao,Sim,Nao,Nao,Um_ano,Nao,Transferencia_automatica,58.25,3975.7,1.9416666666666667
6156-UZDLF,Nao,Feminino,0,Nao,Nao,26,Sim,Nao,Fibra_optica,Sim,Nao,Sim,Sim,Nao,Nao,Um_ano,Sim,Cartao_credito_automatico,87.15,2274.1,2.9050000000000002
6158-DWPZT,Sim,Masculino,0,Sim,Nao,9,Nao,Sem_telefone,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Um_ano,Nao,Transferencia_automatica,24.1,259.8,0.8033333333333333
6158-HDPXZ,Nao,Masculino,0,Nao,Nao,1,Nao,Sem_telefone,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,Cheque_enviado,25.35,25.35,0.8450000000000001
6161-ERDGD,Nao,Masculino,0,Sim,Sim,71,Sim,Sim,DSL,Sim,Nao,Sim,Sim,Sim,Sim,Um_ano,Nao,Cheque_eletronico,85.45,6300.85,2.8483333333333336
6161-UUUTA,Sim,Masculino,1,Nao,Nao,3,Sim,Nao,Fibra_optica,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,Cheque_eletronico,79.9,260.9,2.6633333333333336
6164-HAQTX,Nao,Masculino,0,Nao,Nao,71,Nao,Sem_telefone,DSL,Sim,Sim,Sim,Sim,Sim,Nao,Dois_anos,Nao,Transferencia_automatica,53.95,3888.65,1.7983333333333333
6164-HXUGH,Nao,Feminino,0,Sim,Sim,6,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Mensal,Nao,Cheque_enviado,19.85,119.3,0.6616666666666667
6166-ILMNY,Sim,Feminino,0,Nao,Nao,2,Sim,Nao,Fibra_optica,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,Transferencia_automatica,69.75,144.55,2.325
6166-YIPFO,Nao,Masculino,0,Sim,Nao,72,Nao,Sem_telefone,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois_anos,Sim,Cheque_eletronico,64.7,4746.05,2.1566666666666667
6168-WFVVF,Sim,Feminino,1,Nao,Nao,3,Sim,Nao,Fibra_optica,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque_eletronico,70.3,235.5,2.3433333333333333
6168-YBYNP,Nao,Masculino,0,Nao,Nao,59,Sim,Sim,Fibra_optica,Nao,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Cheque_eletronico,111.35,6519.75,3.7116666666666664
6169-PGNCD,Nao,Feminino,0,Nao,Nao,57,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Sim,Nao,Dois_anos,Sim,Cartao_credito_automatico,74.3,4166.35,2.4766666666666666
6169-PPETC,Nao,Masculino,0,Sim,Sim,35,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Dois_anos,Nao,Transferencia_automatica,20.5,759.35,0.6833333333333333
6171-ZTVYB,Nao,Masculino,0,Sim,Nao,43,Sim,Sim,DSL,Sim,Sim,Nao,Sim,Nao,Nao,Mensal,Nao,Transferencia_automatica,66.25,2907.35,2.2083333333333335
6172-FECYY,Sim,Masculino,0,Sim,Sim,49,Sim,Sim,Fibra_optica,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Nao,Cheque_eletronico,84.5,4254.85,2.816666666666667
6173-GOLSU,Nao,Masculino,1,Sim,Nao,67,Sim,Sim,Fibra_optica,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,Cartao_credito_automatico,94.65,6079.0,3.1550000000000002
6173-ITPWD,Sim,Masculino,0,Sim,Nao,47,Sim,Sim,Fibra_optica,Nao,Sim,Sim,Nao,Nao,Nao,Mensal,Sim,Transferencia_automatica,83.35,4065.0,2.7783333333333333
6174-NRBTZ,Nao,Masculino,0,Nao,Nao,46,Nao,Sem_telefone,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Um_ano,Sim,Transferencia_automatica,30.75,1489.3,1.025
6175-IRFIT,Nao,Masculino,0,Nao,Nao,5,Sim,Nao,Fibra_optica,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Nao,Cheque_enviado,78.75,426.35,2.625
6176-YJWAS,Nao,Masculino,0,Sim,Nao,72,Sim,Sim,Fibra_optica,Sim,Sim,Sim,Nao,Sim,Nao,Dois_anos,Sim,Cartao_credito_automatico,97.95,7114.25,3.265
6177-PEVRA,Nao,Feminino,0,Nao,Nao,48,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Nao,Nao,Dois_anos,Nao,Cartao_credito_automatico,55.5,2627.35,1.85
6178-KFNHS,Sim,Feminino,0,Nao,Sim,12,Sim,Sim,Fibra_optica,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cheque_eletronico,78.3,909.25,2.61
6179-GJPSO,Sim,Feminino,1,Nao,Nao,43,Sim,Nao,Fibra_optica,Sim,Sim,Nao,Sim,Sim,Sim,Mensal,Sim,Cartao_credito_automatico,108.15,4600.7,3.605
6180-YBIQI,Nao,Masculino,0,Nao,Nao,5,Nao,Sem_telefone,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,Cheque_enviado,24.3,100.2,0.81
6181-AXXYF,Nao,Masculino,0,Sim,Sim,72,Sim,Sim,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Dois_anos,Nao,Cartao_credito_automatico,24.75,1859.1,0.825
6184-DYUOB,Nao,Feminino,0,Sim,Nao,3,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Mensal,Sim,Cheque_enviado,19.6,55.25,0.6533333333333334
6185-TASNN,Nao,Masculino,1,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,Cheque_eletronico,46.3,46.3,1.5433333333333332
6188-UXBBR,Nao,Feminino,0,Sim,Nao,38,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Um_ano,Sim,Cartao_credito_automatico,20.25,814.75,0.675
6194-HBGQN,Nao,Masculino,0,Nao,Nao,51,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Nao,Um_ano,Sim,Cartao_credito_automatico,81.15,4126.2,2.705
6195-MELTI,Nao,Masculino,0,Nao,Nao,57,Sim,Nao,DSL,Nao,Sim,Nao,Sim,Nao,Nao,Um_ano,Sim,Cheque_enviado,54.65,3134.7,1.8216666666666665
6196-HBOBZ,Nao,Masculino,0,Sim,Nao,65,Sim,Sim,Fibra_optica,Sim,Sim,Sim,Nao,Sim,Nao,Dois_anos,Sim,Cheque_eletronico,99.35,6347.55,3.3116666666666665
6198-PNNSZ,Nao,Feminino,0,Sim,Nao,56,Sim,Sim,Fibra_optica,Sim,Sim,Sim,Nao,Sim,Sim,Um_ano,Nao,Transferencia_automatica,109.8,6109.65,3.6599999999999997
6198-RTPMF,Nao,Feminino,0,Sim,Nao,17,Sim,Sim,Fibra_optica,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Nao,Cheque_eletronico,92.6,1579.7,3.0866666666666664
6198-ZFIOJ,Nao,Feminino,0,Nao,Nao,5,Sim,Sim,Fibra_optica,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,Cheque_eletronico,75.6,402.5,2.52
6199-IPCAO,Nao,Feminino,0,Sim,Sim,29,Sim,Sim,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Dois_anos,Nao,Cheque_enviado,26.1,692.55,0.87
6199-IWKGC,Nao,Feminino,1,Sim,Nao,46,Sim,Sim,Fibra_optica,Nao,Nao,Nao,Sim,Sim,Sim,Um_ano,Nao,Cheque_eletronico,100.25,4753.85,3.341666666666667
6202-DYYFX,Nao,Feminino,0,Nao,Nao,22,Sim,Sim,Fibra_optica,Nao,Nao,Nao,Nao,Nao,Nao,Um_ano,Sim,Cartao_credito_automatico,76.0,1783.6,2.533333333333333
6202-JVYEU,Nao,Masculino,0,Nao,Nao,9,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Um_ano,Sim,Cheque_eletronico,19.9,164.6,0.6633333333333333
6203-HBZPA,Nao,Masculino,0,Nao,Nao,52,Nao,Sem_telefone,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois_anos,Nao,Cartao_credito_automatico,63.9,3334.95,2.13
6204-IEUXJ,Sim,Feminino,0,Nao,Nao,3,Sim,Nao,Fibra_optica,Nao,Nao,Sim,Sim,Nao,Nao,Mensal,Nao,Cartao_credito_automatico,80.1,217.55,2.67
6207-WIOLX,Sim,Feminino,0,Sim,Sim,25,Nao,Sem_telefone,DSL,Sim,Sim,Sim,Nao,Sim,Sim,Mensal,Sim,Cartao_credito_automatico,58.6,1502.65,1.9533333333333334
6210-KBBPI,Sim,Masculino,1,Nao,Nao,9,Sim,Sim,Fibra_optica,Nao,Sim,Nao,Nao,Sim,Sim,Mensal,Sim,Cartao_credito_automatico,99.45,919.4,3.315
6211-WHMYA,Nao,Feminino,1,Nao,Nao,64,Nao,Sem_telefone,DSL,Nao,Sim,Nao,Sim,Sim,Nao,Mensal,Sim,Cheque_eletronico,43.85,2751.0,1.4616666666666667
6211-WWLTF,Nao,Masculino,0,Sim,Nao,63,Sim,Nao,Fibra_optica,Sim,Nao,Sim,Nao,Sim,Sim,Dois_anos,Nao,Cartao_credito_automatico,99.7,6330.4,3.3233333333333333
6212-ATMLK,Nao,Feminino,0,Nao,Nao,50,Sim,Sim,Fibra_optica,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,Cheque_eletronico,95.7,4729.75,3.19
6214-EDAKZ,Sim,Feminino,0,Sim,Sim,22,Sim,Nao,DSL,Nao,Sim,Nao,Sim,Nao,Nao,Mensal,Nao,Cheque_eletronico,55.15,1206.05,1.8383333333333334
6215-NQCPY,Nao,Masculino,0,Nao,Nao,15,Sim,Sim,Fibra_optica,Sim,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,Cheque_eletronico,99.7,1566.75,3.3233333333333333
6217-KDYWC,Nao,Masculino,0,Nao,Sim,57,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Dois_anos,Sim,Cheque_enviado,19.6,1170.55,0.6533333333333334
6217-TOWGS,Nao,Feminino,0,Sim,Nao,17,Sim,Sim,DSL,Nao,Sim,Nao,Nao,Sim,Sim,Mensal,Sim,Transferencia_automatica,75.4,1322.55,2.5133333333333336
6218-KNUBD,Nao,Masculino,0,Nao,Nao,6,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Sim,Nao,Mensal,Nao,Cheque_eletronico,59.45,357.6,1.9816666666666667
6221-AVQYL,Sim,Masculino,0,Nao,Nao,2,Sim,Sim,Fibra_optica,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,Cartao_credito_automatico,73.25,131.05,2.441666666666667
6223-DHJGV,Nao,Feminino,0,Nao,Nao,42,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Um_ano,Sim,Cheque_enviado,20.65,958.1,0.6883333333333332
6227-FBDXH,Nao,Masculino,0,Sim,Nao,69,Sim,Sim,Fibra_optica,Nao,Nao,Sim,Nao,Sim,Sim,Um_ano,Nao,Transferencia_automatica,99.5,6841.45,3.316666666666667
6227-HWPWX,Sim,Feminino,0,Nao,Sim,15,Sim,Nao,Fibra_optica,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,Transferencia_automatica,69.0,994.8,2.3
6229-LSCKB,Nao,Masculino,1,Nao,Nao,6,Sim,Nao,Fibra_optica,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,Cheque_eletronico,79.7,497.6,2.6566666666666667
6229-UOLQL,Nao,Masculino,0,Sim,Sim,56,Nao,Sem_telefone,DSL,Sim,Sim,Nao,Sim,Sim,Nao,Um_ano,Sim,Cheque_enviado,52.0,2884.9,1.7333333333333334
6230-BSUXY,Sim,Feminino,1,Nao,Nao,1,Sim,Nao,Fibra_optica,Nao,Nao,Sim,Nao,Nao,Sim,Mensal,Sim,Cheque_eletronico,85.0,85.0,2.8333333333333335
6231-WFGFH,Nao,Masculino,0,Sim,Sim,4,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Mensal,Sim,Cheque_enviado,20.5,77.6,0.6833333333333333
6233-HXJMX,Nao,Feminino,0,Nao,Nao,45,Sim,Sim,Fibra_optica,Nao,Nao,Sim,Nao,Nao,Sim,Mensal,Sim,Cartao_credito_automatico,89.3,4192.15,2.9766666666666666
6234-PFPXL,Nao,Masculino,0,Sim,Nao,22,Sim,Sim,Fibra_optica,Sim,Nao,Nao,Sim,Sim,Nao,Mensal,Nao,Cartao_credito_automatico,95.9,2234.95,3.1966666666666668
6234-RAAPL,Nao,Feminino,0,Sim,Sim,72,Sim,Sim,Fibra_optica,Sim,Sim,Nao,Sim,Sim,Nao,Dois_anos,Nao,Transferencia_automatica,99.9,7251.7,3.33
6235-VDHOM,Sim,Feminino,1,Nao,Nao,5,Nao,Sem_telefone,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Nao,Cheque_eletronico,28.45,131.05,0.9483333333333334
6240-EURKS,Sim,Feminino,0,Nao,Sim,18,Nao,Sem_telefone,DSL,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,Cheque_eletronico,35.0,553.0,1.1666666666666667
6242-FEGFD,Nao,Masculino,0,Sim,Nao,66,Sim,Sim,Fibra_optica,Sim,Sim,Sim,Sim,Nao,Nao,Dois_anos,Nao,Cheque_enviado,96.6,6424.25,3.2199999999999998
6242-MBHPK,Nao,Feminino,1,Sim,Nao,23,Sim,Nao,Fibra_optica,Sim,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,Cheque_eletronico,95.1,2326.05,3.17
6242-SGYTS,Nao,Masculino,0,Sim,Sim,62,Sim,Sim,Fibra_optica,Sim,Sim,Nao,Nao,Sim,Nao,Um_ano,Sim,Cartao_credito_automatico,94.95,5791.85,3.165
6243-OZGFH,Nao,Feminino,0,Nao,Nao,23,Nao,Sem_telefone,DSL,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,Cheque_eletronico,44.95,996.85,1.4983333333333335
6244-BESBM,Nao,Masculino,0,Sim,Sim,69,Sim,Nao,Fibra_optica,Nao,Nao,Nao,Sim,Sim,Sim,Dois_anos,Sim,Cartao_credito_automatico,95.2,6671.7,3.1733333333333333
6248-BSHKG,Nao,Masculino,0,Sim,Sim,61,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Um_ano,Nao,Cheque_enviado,20.4,1226.45,0.6799999999999999
6248-TKCQV,Nao,Feminino,0,Sim,Sim,70,Sim,Sim,DSL,Sim,Nao,Nao,Sim,Sim,Sim,Dois_anos,Sim,Transferencia_automatica,80.6,5460.2,2.6866666666666665
6250-CGGUN,Nao,Masculino,0,Nao,Nao,54,Sim,Nao,Fibra_optica,Sim,Nao,Sim,Sim,Nao,Nao,Um_ano,Nao,Cheque_eletronico,84.4,4484.05,2.8133333333333335
6252-DFGTK,Nao,Feminino,0,Sim,Nao,37,Sim,Sim,DSL,Sim,Nao,Sim,Sim,Nao,Nao,Um_ano,Nao,Cartao_credito_automatico,68.1,2479.25,2.27
6253-GNHWH,Nao,Feminino,0,Sim,Sim,71,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Nao,Nao,Dois_anos,Nao,Cheque_enviado,71.1,5224.95,2.3699999999999997
6253-WRFHY,Nao,Masculino,0,Sim,Sim,13,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Sim,Sim,Um_ano,Sim,Cheque_eletronico,64.75,877.35,2.158333333333333
6257-DTAYD,Nao,Masculino,0,Sim,Nao,71,Sim,Sim,Fibra_optica,Nao,Sim,Nao,Sim,Sim,Sim,Dois_anos,Sim,Cartao_credito_automatico,104.15,7365.3,3.4716666666666667
6257-RJOHI,Nao,Masculino,0,Nao,Nao,4,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensal,Sim,Cheque_enviado,50.8,202.3,1.6933333333333331
6258-NGCNG,Nao,Masculino,0,Nao,Nao,7,Sim,Sim,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Mensal,Nao,Cheque_enviado,23.5,173.0,0.7833333333333333
6258-PVZWJ,Nao,Masculino,0,Sim,Nao,68,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois_anos,Sim,Cartao_credito_automatico,90.8,6302.85,3.0266666666666664
6259-WJQLC,Nao,Masculino,1,Nao,Nao,32,Sim,Sim,Fibra_optica,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Sim,Cartao_credito_automatico,81.1,2619.25,2.703333333333333
6260-ONULR,Nao,Masculino,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,Cheque_enviado,62.8,62.8,2.0933333333333333
6260-XLACS,Nao,Masculino,0,Nao,Nao,4,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Um_ano,Nao,Cheque_enviado,19.7,117.8,0.6566666666666666
6261-LHRTG,Nao,Feminino,0,Nao,Nao,26,Sim,Nao,DSL,Nao,Sim,Sim,Nao,Nao,Nao,Mensal,Sim,Cartao_credito_automatico,54.75,1406.9,1.825
6261-RCVNS,Sim,Feminino,0,Nao,Nao,42,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Nao,Sim,Um_ano,Nao,Cartao_credito_automatico,73.9,3160.55,2.4633333333333334
6265-FRMTQ,Nao,Masculino,0,Nao,Nao,31,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Dois_anos,Nao,Transferencia_automatica,20.4,609.1,0.6799999999999999
6265-SXWBU,Nao,Masculino,0,Sim,Sim,69,Sim,Sim,Fibra_optica,Nao,Sim,Sim,Nao,Sim,Nao,Um_ano,Nao,Cartao_credito_automatico,95.75,6511.25,3.191666666666667
6266-QHOJZ,Nao,Feminino,0,Nao,Nao,65,Sim,Sim,Fibra_optica,Sim,Sim,Nao,Sim,Nao,Nao,Um_ano,Sim,Cheque_eletronico,89.85,5844.65,2.9949999999999997
6267-DCFFZ,Nao,Feminino,1,Sim,Nao,30,Sim,Sim,Fibra_optica,Nao,Sim,Nao,Nao,Sim,Nao,Mensal,Sim,Cheque_eletronico,90.05,2627.2,3.0016666666666665
6270-OMFIW,Sim,Masculino,0,Sim,Nao,60,Sim,Nao,Fibra_optica,Nao,Sim,Nao,Nao,Sim,Sim,Um_ano,Sim,Cheque_eletronico,94.4,5610.25,3.146666666666667
6275-YDUVO,Sim,Feminino,0,Nao,Nao,2,Sim,Nao,Fibra_optica,Nao,Nao,Sim,Nao,Nao,Sim,Mensal,Sim,Cheque_enviado,86.2,178.7,2.8733333333333335
6278-FEPBZ,Nao,Feminino,0,Nao,Nao,9,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Mensal,Nao,Cheque_enviado,20.25,186.15,0.675
6281-FKEWS,Nao,Feminino,0,Nao,Nao,44,Nao,Sem_telefone,DSL,Nao,Nao,Sim,Nao,Sim,Sim,Um_ano,Sim,Cheque_eletronico,49.05,2265.0,1.635
6283-GITPX,Nao,Masculino,0,Nao,Sim,71,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Sim,Nao,Dois_anos,Sim,Cartao_credito_automatico,76.9,5522.7,2.5633333333333335
6284-AHOOQ,Sim,Masculino,1,Nao,Nao,22,Sim,Sim,Fibra_optica,Nao,Nao,Nao,Sim,Sim,Nao,Mensal,Sim,Transferencia_automatica,90.5,1910.6,3.0166666666666666
6284-KMNUF,Nao,Feminino,0,Sim,Nao,56,Sim,Sim,Fibra_optica,Sim,Nao,Nao,Nao,Sim,Sim,Um_ano,Sim,Cheque_eletronico,98.0,5270.6,3.2666666666666666
6285-FTQBF,Nao,Masculino,0,Sim,Sim,72,Sim,Sim,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Dois_anos,Nao,Cartao_credito_automatico,25.55,1867.7,0.8516666666666667
6286-SUUWT,Nao,Masculino,0,Nao,Nao,1,Sim,Nao,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Mensal,Nao,Cheque_enviado,19.95,19.95,0.6649999999999999
6286-ZHAOK,Nao,Feminino,0,Sim,Sim,20,Sim,Sim,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Mensal,Sim,Transferencia_automatica,25.55,507.4,0.8516666666666667
6288-CHQJB,Nao,Feminino,0,Sim,Sim,54,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Nao,Sim,Dois_anos,Nao,Transferencia_automatica,69.95,3871.85,2.3316666666666666
6288-LBEAR,Nao,Feminino,0,Nao,Nao,23,Sim,Nao,Fibra_optica,Nao,Sim,Nao,Sim,Nao,Nao,Mensal,Sim,Cheque_enviado,79.1,1783.75,2.6366666666666663
6289-CPNLD,Sim,Masculino,0,Sim,Sim,33,Sim,Nao,DSL,Nao,Nao,Sim,Sim,Sim,Sim,Um_ano,Sim,Cheque_enviado,73.9,2405.05,2.4633333333333334
6292-TOSSS,Nao,Masculino,0,Nao,Nao,50,Sim,Sim,Nao,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Sem_internet,Dois_anos,Nao,Transferencia_automatica,24.9,1195.25,0.83
6295-OSINB,Nao,Masculino,0,Sim,Nao,72,Sim,Sim,Fibra_optica,Sim,Sim,Sim,Nao,Sim,Sim,Dois_anos,Sim,Cheque_eletronico,109.65,7880.25,3.6550000000000002
6296-DDOOR,Nao,Feminino,0,Nao,Nao,19,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Sim,Nao,Um_ano,Nao,Cheque_eletronico,58.2,1045.25,1.9400000000000002
